ts,year,month,day,dp,rmm,wdir,ws,t,rh,p
2014-02-07,2014,2,7,-2.343094721619675,1.0100000000000007,158.0,1.981417208966017,-1.7689081706435437,93.7823571945047,997.1431670282025
2014-02-08,2014,2,8,0.15647143890094023,7.2399999999999824,214.0,5.174548083875634,1.1874186550976076,92.85177151120752,989.9902386117142
2014-02-09,2014,2,9,-0.42523499638467277,0.8200000000000005,158.0,4.654157628344174,1.7938539407086105,85.17932031814895,995.0934201012282
2014-02-10,2014,2,10,0.2090972222222215,2.3300000000000014,113.0,2.372569444444449,0.9460416666666616,94.82777777777778,998.0920833333255
2014-02-11,2014,2,11,-0.6383333333333365,4.839999999999985,90.0,2.2356250000000006,-0.09770833333333398,95.62777777777778,1000.4303472222167
2014-02-12,2014,2,12,-0.3106290672451178,3.7799999999999874,214.0,2.8804772234273273,0.3780911062906712,94.97252349963847,996.8007953723787
2014-02-13,2014,2,13,-0.47606652205350686,2.65999999999999,146.0,3.0297180043383904,0.8244396240057831,90.81561822125813,998.4788141720875
2014-02-14,2014,2,14,-1.895227765726686,0.5800000000000003,113.0,2.730079537237891,0.33412870571222253,83.64497469269703,1000.922993492412
2014-02-15,2014,2,15,-2.2013738250180763,0.6600000000000004,152.0,2.346637744034709,-0.10072306579898735,84.17208966015907,1003.1545914678222
2014-02-16,2014,2,16,-0.05647143890093878,3.2899999999999947,203.0,4.537744034707153,0.9064352856109892,93.00939985538685,992.0965292841602
2014-02-17,2014,2,17,0.5301518438177857,2.4999999999999942,281.0,3.0981923355025294,1.6381778741865618,92.4945770065076,986.6694143166997
2014-02-18,2014,2,18,-0.5454085321764278,0.9300000000000006,293.0,3.55437454808388,1.304627621113529,87.29211858279103,994.8289226319617
2014-02-19,2014,2,19,-1.601952277657266,0.5500000000000003,309.0,1.5370209689081686,0.632754880694142,83.9060014461316,1000.3556760665207
2014-02-20,2014,2,20,-3.8271872740419166,0.6800000000000004,62.0,2.453434562545195,-2.1522053506869074,85.1706435285611,1002.4838756326812
2014-02-21,2014,2,21,-4.823861171366591,0.9500000000000004,84.0,3.530585683297177,-2.4559652928416527,80.1062906724512,1005.9491684743266
2014-02-22,2014,2,22,0.4550976138828603,4.959999999999982,214.0,4.624005784526396,1.4934201012292105,92.80477223427332,999.8073752711475
2014-02-23,2014,2,23,0.5838033261026753,4.099999999999993,225.0,5.645336225596518,1.9861894432393348,90.48879248011569,1006.7564714389006
2014-02-24,2014,2,24,0.12704266088214242,4.1899999999999915,225.0,6.512147505422989,3.288647866955896,79.93275488069415,1013.0845263919008
2014-02-25,2014,2,25,-0.8857556037599369,3.2899999999999943,186.0,4.203036876355749,1.6833694866232816,82.66738973246565,1019.6940708604516
2014-02-26,2014,2,26,-2.406724511930585,1.8700000000000014,169.0,2.8984815618221265,0.0013738250180775839,82.03326102675344,1021.3319595083174
2014-02-27,2014,2,27,-1.3640636297903146,3.839999999999996,146.0,2.066522053506871,0.5286334056399132,86.26681127982647,1016.8091829356492
2014-02-28,2014,2,28,-1.2892986261749824,3.829999999999995,79.0,1.8605206073752731,0.3344902386117153,87.94577006507592,1012.2981200289241
2014-03-01,2014,3,1,-2.1121475054229926,2.7899999999999943,84.0,2.7056399132321034,-0.32942877801880033,86.24005784526392,1009.0216919739747
2014-03-02,2014,3,2,-0.9498192335502476,3.939999999999993,158.0,2.2316702819956618,0.1951554591467827,91.33333333333333,1006.188503253794
2014-03-03,2014,3,3,-0.23644251626898014,10.009999999999982,219.0,3.8099060014461403,0.4276211135213302,95.27548806941432,1003.993203181487
2014-03-04,2014,3,4,-0.11836587129428666,5.179999999999993,96.0,1.4609544468546627,0.8677512653651487,93.24511930585683,1011.1805495300104
2014-03-05,2014,3,5,-1.3140274765003597,4.549999999999994,68.0,2.527621113521329,0.9139551699204645,84.48662328271872,1018.3848879247971
2014-03-06,2014,3,6,-1.4469609261939198,2.4399999999999977,214.0,2.690520984081042,0.30065123010130257,87.15267727930535,1019.8706946454442
2014-03-07,2014,3,7,-0.6605206073752722,2.6599999999999935,203.0,6.139551699204636,1.143673174258866,87.62111352133044,1017.3121475054231
2014-03-08,2014,3,8,-1.7470715835141035,6.399999999999992,276.0,6.60462762111353,3.9455531453362296,68.0173535791757,1008.8753434562545
2014-03-09,2014,3,9,-0.5281995661605274,2.409999999999998,242.0,6.412509038322491,3.36268980477222,75.46854663774404,1013.841503976869
2014-03-10,2014,3,10,1.3327785817655566,3.579999999999996,287.0,4.054703328509406,4.383357452966713,81.02387843704776,1009.5011577424073
2014-03-11,2014,3,11,-1.8043415340086808,1.4300000000000008,304.0,4.8578871201157705,4.806295224312597,62.59768451519537,1016.6501447178022
2014-03-12,2014,3,12,-1.5127259580621915,2.9899999999999975,315.0,4.657989877078808,5.739696312364416,59.54302241503977,1015.6681851048444
2014-03-13,2014,3,13,-0.8099060014461292,2.1599999999999984,236.0,3.883514099783092,5.425018076644969,64.61388286334056,1007.2801156905276
2014-03-14,2014,3,14,-4.423516642547047,1.4700000000000009,231.0,6.301374819102756,4.755137481910284,51.36975397973951,996.8008683068016
2014-03-15,2014,3,15,-1.3587852494577066,12.749999999999973,304.0,4.261026753434572,0.577946493130876,86.34417932031815,972.5409978308008
2014-03-16,2014,3,16,-6.197686189443234,0.8600000000000005,321.0,4.94707158351409,-1.5629067245119332,67.02819956616052,976.1605206073742
2014-03-17,2014,3,17,-9.834707158351437,1.5500000000000007,309.0,2.2791033984092532,-4.144685466377427,58.84526391901663,987.0134490238639
2014-03-18,2014,3,18,-5.6137382501807656,2.209999999999999,298.0,2.582140274765008,-2.049602313810551,73.04555314533623,993.8686189443238
2014-03-19,2014,3,19,-9.107519884309465,1.3000000000000007,56.0,3.148373101952272,-1.6751265365148238,54.971800433839476,993.2931308749108
2014-03-20,2014,3,20,-7.399566160520627,7.849999999999994,208.0,3.241576283441797,-3.5020245842371676,70.6760665220535,999.0910339840912
2014-03-21,2014,3,21,1.0753434562545219,2.8499999999999943,214.0,5.808098336948669,4.904699927693412,77.07302964569776,985.8986261749848
2014-03-22,2014,3,22,0.14721619667389726,1.1100000000000008,236.0,3.871655820679684,3.2861171366594295,80.22704266088213,993.825813449024
2014-03-23,2014,3,23,0.6529284164858996,1.450000000000001,242.0,2.735719450469991,2.433622559652937,88.07881417208966,994.7665220535087
2014-03-24,2014,3,24,0.10708604483007947,2.2599999999999985,287.0,2.303398409255243,3.8839479392624643,77.45553145336225,1002.3379609544493
2014-03-25,2014,3,25,-2.524801156905283,1.0200000000000007,62.0,3.920896601590747,4.73405639913232,59.11641359363702,1010.8483731019479
2014-03-26,2014,3,26,-7.760954446854661,0.6500000000000004,39.0,5.873535791757052,3.2477223427331916,42.172089660159074,1024.6032537960944
2014-03-27,2014,3,27,-6.016847433116401,0.8000000000000004,354.0,2.0097613882863303,4.552205350686921,47.48300795372379,1021.3710773680403
2014-03-28,2014,3,28,-5.6824295010845765,0.9100000000000006,354.0,2.2950108459869814,4.093998553868394,46.770065075921906,1024.7621113521416
2014-03-29,2014,3,29,-4.323138105567618,1.0600000000000007,293.0,3.226753434562541,3.7662328271872694,54.166305133767175,1020.4383947939245
2014-03-30,2014,3,30,-4.31292517006804,0.9400000000000006,354.0,3.400907029478457,4.687452758881332,52.475434618291764,1009.5324263038576
2014-03-31,2014,3,31,-9.402947845805018,1.9900000000000013,287.0,3.0558578987150415,1.1141345427059726,42.31897203325775,1006.8025699168458
2014-04-01,2014,4,1,-6.3052154195011525,2.2400000000000007,270.0,2.826379440665151,1.0721844293272875,55.095238095238095,1007.3748299319708
2014-04-02,2014,4,2,-6.472562358276635,2.2799999999999994,281.0,3.834164777021925,0.6560090702947841,56.10204081632653,1007.5414210128483
2014-04-03,2014,4,3,-3.5836734693877585,2.030000000000001,287.0,2.903401360544222,2.905517762660618,62.289493575207864,1000.0012093726369
2014-04-04,2014,4,4,-9.900907029478457,1.8200000000000014,276.0,2.925925925925926,2.1999244142101295,38.871504157218446,1009.9219198790581
2014-04-05,2014,4,5,-4.517762660619793,2.5999999999999974,242.0,5.108541194255486,3.3284958427815594,55.03930461073318,1010.0499622071085
2014-04-06,2014,4,6,1.4159486016628868,6.469999999999989,326.0,2.4550264550264576,3.623658352229777,85.58730158730158,1002.5798185941054
2014-04-07,2014,4,7,1.3105064247921372,3.659999999999993,68.0,2.1613756613756596,2.6094482237339394,91.25321239606954,1005.1278911564605
2014-04-08,2014,4,8,-3.7068783068783038,2.749999999999995,73.0,2.791761148904003,2.4099773242630422,63.82010582010582,1006.4889644746859
2014-04-09,2014,4,9,-8.1644746787604,2.3100000000000005,84.0,5.738397581254721,1.6588813303099046,46.74829931972789,1009.9311413454271
2014-04-10,2014,4,10,-6.248072562358292,3.5499999999999963,191.0,4.923053665910807,1.475207860922148,53.43386243386244,1018.8216931216949
2014-04-11,2014,4,11,-0.6945578231292513,6.379999999999992,203.0,4.730385487528342,3.475812547241132,74.13832199546485,1011.8291761148881
2014-04-12,2014,4,12,1.9891156462584922,3.7899999999999907,203.0,3.8913076341647734,3.2107331821617593,91.91836734693878,1005.3519274376439
2014-04-13,2014,4,13,2.2924414210128594,6.35999999999999,169.0,5.8309901738473195,3.924187452758855,89.25699168556311,994.9401360544157
2014-04-14,2014,4,14,2.184429327286473,4.589999999999989,264.0,3.8817082388510973,5.023129251700684,82.38548752834467,989.0088435374195
2014-04-15,2014,4,15,-0.24735649546827806,3.1099999999999905,338.0,3.557703927492442,5.340105740181273,68.35649546827794,1001.0560422960725
2014-04-16,2014,4,16,-7.33371126228272,1.1300000000000008,236.0,3.6204081632653047,5.037188208616782,39.73015873015873,1016.0853363567633
2014-04-17,2014,4,17,-0.8619335347432021,1.3900000000000008,231.0,5.655135951661629,5.235196374622361,65.48942598187311,1010.2648791540797
2014-04-18,2014,4,18,-1.7519637462235655,0.08,276.0,3.9259063444108633,8.639425981873122,48.653323262839876,1008.2438821752269
2014-04-19,2014,4,19,-0.6768707482993217,0.02,276.0,2.7369614512471685,10.152834467120165,48.02947845804989,1018.9966742252434
2014-04-20,2014,4,20,0.8561602418745293,0.11999999999999997,45.0,1.720710506424795,10.9501133786848,50.60997732426304,1019.0283446712004
2014-04-21,2014,4,21,1.585574018126886,0.10999999999999999,214.0,1.8126888217522652,10.602492447129912,54.455438066465256,1015.6947885196355
2014-04-22,2014,4,22,0.07190332326284118,0.10999999999999999,360.0,2.804456193353475,13.640709969788533,41.610271903323266,1011.6092900302166
2014-04-23,2014,4,23,-9.58995468277946,0.13,45.0,4.080664652567974,7.085347432024148,28.797583081571,1022.4072507552909
2014-04-24,2014,4,24,-8.762915407854996,0.3800000000000001,259.0,2.6323262839879145,6.383157099697871,30.893504531722055,1027.0137462235618
2014-04-25,2014,4,25,-4.709667673716014,0.6200000000000004,281.0,3.05777945619335,8.939425981873098,36.60498489425982,1018.5661631419935
2014-04-26,2014,4,26,-3.329780801209366,0.6000000000000003,264.0,2.5850340136054455,10.414588057445163,37.57974300831444,1012.9695389266809
2014-04-27,2014,4,27,-3.2721088435374095,0.9800000000000005,349.0,2.0486016628873727,12.308390022675738,34.02267573696145,1008.1646258503384
2014-04-28,2014,4,28,-2.3875377643504536,1.0400000000000005,214.0,3.144561933534743,13.054078549848938,34.16918429003021,1005.3852719033223
2014-04-29,2014,4,29,-0.48323262839879116,0.6700000000000004,293.0,3.6259063444108834,10.120770392749211,48.144259818731115,1000.6043051359602
2014-04-30,2014,4,30,-3.7161631419939622,1.4500000000000008,281.0,2.8587613293051333,7.3016616314199405,46.21525679758308,1000.8965256797469
2014-05-01,2014,5,1,-0.5927492447129924,3.1999999999999944,321.0,3.249471299093657,4.2613293051359555,70.64652567975831,999.0603474320262
2014-05-02,2014,5,2,-2.659863945578231,8.879999999999994,259.0,3.069992441421013,3.403703703703708,64.7437641723356,1007.630839002273
2014-05-03,2014,5,3,-1.4541194255479932,2.7299999999999955,264.0,3.427286470143619,4.3761904761904695,65.74527588813304,1009.3109599395243
2014-05-04,2014,5,4,0.34504913076341676,5.319999999999993,332.0,2.343915343915341,3.9771730914588006,77.69614512471655,1004.9297808012112
2014-05-05,2014,5,5,-1.0900302114803624,2.2999999999999994,338.0,3.793731117824777,3.9063444108761343,71.33308157099698,1006.3614048338418
2014-05-06,2014,5,6,-5.5209969788519615,1.460000000000001,214.0,2.9675226586102745,4.729456193353475,47.58761329305136,1010.840558912396
2014-05-07,2014,5,7,-3.9104768786127195,1.740000000000001,79.0,3.0364884393063623,5.858887283236984,50.320809248554916,1010.0609104046173
2014-05-08,2014,5,8,2.420824295010843,6.6399999999999775,113.0,5.611713665943603,5.077368040491645,84.41865509761388,1005.1508315256696
2014-05-09,2014,5,9,7.493853940708592,18.000000000000007,214.0,2.9044830079537256,7.701952277657258,98.22559652928416,1003.0421547360841
2014-05-10,2014,5,10,5.915184381778735,1.0900000000000007,281.0,2.0893709327548833,8.008026030368764,87.1120751988431,1000.0871294287819
2014-05-11,2014,5,11,6.460954446854657,4.689999999999993,101.0,2.923427331887202,8.987635574837261,84.66015907447577,993.9305856832997
2014-05-12,2014,5,12,6.76404833836862,1.5000000000000009,236.0,2.943655589123865,9.125604229607259,85.52567975830816,996.5829305135969
2014-05-13,2014,5,13,7.359138972809657,4.839999999999991,293.0,2.8115558912386707,9.776510574018081,85.22129909365559,995.1174471299125
2014-05-14,2014,5,14,0.17913832199546645,0.30000000000000016,96.0,4.299470899470896,10.526077097505683,51.504157218442934,1005.950188964475
2014-05-15,2014,5,15,-4.4945046999277,0.19,203.0,3.144613159797546,8.19211858279102,40.78886478669559,1023.7388286333987
2014-05-16,2014,5,16,-1.49472161966739,0.3000000000000001,208.0,2.873246565437454,8.419522776572647,49.89587852494577,1022.7613882863369
2014-05-17,2014,5,17,1.5430947216196647,0.26,62.0,1.9156905278380327,11.581634128705705,51.5647143890094,1018.9165582067869
2014-05-18,2014,5,18,2.884454085321761,0.26000000000000006,107.0,2.8853217642805498,16.617787418655137,42.282718727404195,1015.24338394794
2014-05-19,2014,5,19,11.38829479768789,0.5700000000000003,214.0,3.329190751445082,19.58836705202314,59.524566473988436,1012.2521676300644
2014-05-20,2014,5,20,12.477890173410412,1.0100000000000005,163.0,2.089739884393064,18.072326589595352,71.09898843930635,1011.8491329479803
2014-05-21,2014,5,21,11.634417932031807,4.289999999999995,264.0,1.5488069414316676,15.437237888647859,78.42371655820679,1010.46391901663
2014-05-22,2014,5,22,8.34302241503979,0.7500000000000003,214.0,2.8127982646420793,17.67360809833692,57.346348517715114,1013.7945770065073
2014-05-23,2014,5,23,10.868257411424452,0.7000000000000003,146.0,1.9250903832248736,18.90592913955172,60.691973969631235,1015.3226319595037
2014-05-24,2014,5,24,12.044468546637757,0.5000000000000001,96.0,2.1405639913232117,22.079031091829382,54.02603036876356,1012.030513376726
2014-05-25,2014,5,25,12.673174258857559,0.7600000000000005,236.0,2.3218365871294284,21.067172812725918,59.2530730296457,1009.2145336225622
2014-05-26,2014,5,26,10.04934971098264,0.8300000000000005,287.0,3.8908236994219636,18.345231213872818,60.533236994219656,1009.4911849711011
2014-05-27,2014,5,27,4.431164135936362,5.009999999999994,6.0,3.9775849602313764,7.402386117136706,81.8293564714389,1013.4475777295739
2014-05-28,2014,5,28,3.6571428571428513,7.509999999999991,360.0,4.806268221574353,6.392638483965013,82.91472303206997,1012.2820699708457
2014-05-29,2014,5,29,7.026247288503244,6.049999999999979,360.0,3.939696312364431,8.671655820679666,89.55386840202459,1005.1749096167844
2014-05-30,2014,5,30,8.012436731742527,2.1000000000000005,152.0,2.088069414316706,10.816485900216884,83.87201735357918,1004.7462762111356
2014-05-31,2014,5,31,7.35979754157627,2.899999999999997,219.0,2.8611713665943572,10.848011569052757,79.45697758496023,1007.7946493130856
2014-06-01,2014,6,1,6.594070860448253,2.1500000000000004,343.0,2.1509038322487304,12.970137382501807,66.59652928416486,1011.507953723786
2014-06-02,2014,6,2,8.575632682574069,2.7299999999999947,51.0,3.6221258134490175,14.474114244396223,68.20462762111352,1014.6214027476533
